lat,lng,duration,distance,city
-36.75341,174.738535,2391,14079,Auckland
-36.764715,174.733405,2055,13636,Auckland
-36.869384,174.824309,985,6101,Auckland
-36.891195,174.819639,3586,16376,Auckland
-36.909774,174.757952,2164,8588,Auckland
-36.928187,174.748633,2630,11433,Auckland
-36.915052,174.630895,4677,22335,Auckland
-36.881081,174.730309,1892,7734,Auckland
-36.883888,174.715602,2115,9445,Auckland
-36.871341,174.746846,1308,5856,Auckland
-36.888203,174.752066,2229,6877,Auckland
-36.90574,174.734064,2627,10372,Auckland
-36.887579,174.732961,2454,8847,Auckland
-36.844281,174.624435,2605,16654,Auckland
-36.874462,174.627128,3676,18709,Auckland
-36.878511,174.911347,4321,23129,Auckland
-36.888195,174.899659,4792,23015,Auckland
-36.89256,174.924516,4166,22028,Auckland
-36.906888,174.918129,4801,21944,Auckland
-36.726959,174.698001,3254,20375,Auckland
-36.794228,174.701224,1955,12540,Auckland
-36.908107,174.676174,3807,14131,Auckland
-36.884636,174.715537,2180,9499,Auckland
-36.866223,174.758677,1081,3526,Auckland
-36.922123,174.787964,3061,11447,Auckland
-36.908143,174.838595,3590,15257,Auckland
-36.869178,174.82674,1218,6381,Auckland
-36.851308,174.830563,1389,7764,Auckland
-37.06526,174.943323,7607,37547,Auckland
-37.022488,174.899023,6415,30788,Auckland
-36.999136,174.87779,5817,26566,Auckland
-36.979706,174.854074,4709,34020,Auckland
-36.909307,174.677573,3623,13915,Auckland
-36.931649,174.675057,3032,16992,Auckland
-36.840413,174.652539,2790,15726,Auckland
-36.908556,174.942122,4853,25758,Auckland
-37.019107,174.863377,6928,31532,Auckland
-36.957728,174.804936,4614,23631,Auckland
-36.917653,174.887194,4192,18914,Auckland
-36.944234,174.894125,4857,21857,Auckland
