lat,lng,duration,distance,city
-41.072184,174.860037,5777,29827,Wellington
-41.15544,174.83548,3596,18415,Wellington
-41.178922,174.821848,2849,15316,Wellington
-41.129259,174.832848,2898,18437,Wellington
-41.254657,174.764082,2003,6117,Wellington
-41.213739,174.869182,2699,13395,Wellington
-41.215958,174.894373,1839,14193,Wellington
-41.215184,174.926403,2722,18512,Wellington
-41.14532,175.03054,4587,31994,Wellington
-41.155545,174.978026,4398,27299,Wellington
-41.282153,174.73967,1210,5274,Wellington
-41.281322,174.751049,853,4141,Wellington
-41.282902,174.760791,764,2164,Wellington
-41.269324,174.755727,1181,6219,Wellington
-41.262098,174.771132,967,3757,Wellington
-41.26471,174.781603,601,2367,Wellington
-41.275388,174.772378,686,914,Wellington
-41.27542,174.76255,1596,2985,Wellington
-41.289481,174.75813,884,2875,Wellington
-41.288417,174.764653,818,3039,Wellington
-41.292577,174.758859,1194,4054,Wellington
-41.283031,174.771004,688,1296,Wellington
-41.286901,174.773237,602,1792,Wellington
-41.295704,174.766499,872,2570,Wellington
-41.30436,174.777654,1752,3624,Wellington
-41.302029,174.773721,1370,2996,Wellington
-41.292637,174.786935,1235,2578,Wellington
-41.297614,174.787135,1071,2906,Wellington
-41.289274,174.802318,1387,4761,Wellington
-41.291374,174.794803,1242,3513,Wellington
-41.298913,174.803242,1849,6422,Wellington
-41.304154,174.794271,1262,3889,Wellington
-41.306631,174.763274,1456,4079,Wellington
-41.315654,174.769062,2115,5093,Wellington
-41.293995,174.745244,1807,5779,Wellington
-41.345142,174.768771,3009,8949,Wellington
-41.340982,174.785529,3662,10258,Wellington
-41.332269,174.782759,2366,7252,Wellington
-41.325314,174.832745,2685,11506,Wellington
-41.317875,174.818772,2312,8215,Wellington
-41.302651,174.820633,2308,12668,Wellington
-41.220619,174.807044,1438,9608,Wellington
-41.250606,174.774322,1358,5754,Wellington
-41.25122,174.794796,1753,8177,Wellington
-41.319761,174.798538,1779,6152,Wellington
-41.313123,174.783613,1985,5231,Wellington
-41.288732,174.72348,1347,6755,Wellington
-41.262277,174.947742,3928,25389,Wellington
-41.296066,174.776434,1053,2237,Wellington
